Genome Name,Study,Sample Name,Assembler,Genome Size,N50,# Contigs,Completeness,Contamination,Strain Heterogeneity,SGB ID
BackhedF_2015__SID1_12M__bin.13,BackhedF_2015,SID1_12M,metaSPAdes,2356798,19142,180,94.83430799,0,0.1753425,4584
BackhedF_2015__SID1_12M__bin.14,BackhedF_2015,SID1_12M,metaSPAdes,1215046,25000,84,55.3030303,0.284090909,0.010921,17237
BackhedF_2015__SID1_12M__bin.16,BackhedF_2015,SID1_12M,metaSPAdes,2625455,240397,23,58.62068966,0,0.00158,1836
BackhedF_2015__SID1_12M__bin.17,BackhedF_2015,SID1_12M,metaSPAdes,4793655,63071,121,79.48275862,3.448275862,0.00368,1855
BackhedF_2015__SID1_12M__bin.18,BackhedF_2015,SID1_12M,metaSPAdes,4612463,36163,221,97.92894936,1.767998866,0.00601,10068
BackhedF_2015__SID1_12M__bin.20,BackhedF_2015,SID1_12M,metaSPAdes,1952299,40285,69,61.74496644,1.342281879,0.0204452,4540
BackhedF_2015__SID1_12M__bin.21,BackhedF_2015,SID1_12M,metaSPAdes,819067,44213,34,50.87719298,0,0.0267229,4540
BackhedF_2015__SID1_12M__bin.24,BackhedF_2015,SID1_12M,metaSPAdes,2171713,10554,280,88.125,2.03125,0.00916,9272
BackhedF_2015__SID1_12M__bin.25,BackhedF_2015,SID1_12M,metaSPAdes,2220795,14271,235,92.34693878,0,0.0112747,15316
BackhedF_2015__SID1_12M__bin.26,BackhedF_2015,SID1_12M,metaSPAdes,1758893,42929,73,93.5483871,0,0.00519,9347
BackhedF_2015__SID1_12M__bin.3,BackhedF_2015,SID1_12M,metaSPAdes,2788744,38998,112,96.97452229,1.061571125,0.0694218,4798
BackhedF_2015__SID1_12M__bin.31,BackhedF_2015,SID1_12M,metaSPAdes,3074994,5265,712,75.9910817,1.265822785,0.2164218,4588
BackhedF_2015__SID1_12M__bin.5,BackhedF_2015,SID1_12M,metaSPAdes,2876526,4855,697,68.45340194,1.972555746,0.1639539,4037
BackhedF_2015__SID1_12M__bin.8,BackhedF_2015,SID1_12M,metaSPAdes,799624,24535,53,50,0.862068966,0.0157644,17237
BackhedF_2015__SID1_4M__bin.1,BackhedF_2015,SID1_4M,metaSPAdes,3360541,14178,365,100,0,0.00663,6744
BackhedF_2015__SID1_4M__bin.10,BackhedF_2015,SID1_4M,metaSPAdes,1539332,158773,17,56.89655172,0,0.00121,4584
BackhedF_2015__SID1_4M__bin.13,BackhedF_2015,SID1_4M,metaSPAdes,1015805,281146,6,56.89655172,0,0.00896,17237
BackhedF_2015__SID1_4M__bin.14,BackhedF_2015,SID1_4M,metaSPAdes,6706546,187730,59,98.65156419,1.334951456,0.00583,1872
BackhedF_2015__SID1_4M__bin.15,BackhedF_2015,SID1_4M,metaSPAdes,4444908,220523,40,86.84210526,0,0.0033,1815
BackhedF_2015__SID1_4M__bin.16,BackhedF_2015,SID1_4M,metaSPAdes,2090623,47247,71,97.58064516,0.806451613,0.00221,14504
BackhedF_2015__SID1_4M__bin.17,BackhedF_2015,SID1_4M,metaSPAdes,2298206,66931,64,99.98068379,2.095808383,0.00139,5792
BackhedF_2015__SID1_4M__bin.18,BackhedF_2015,SID1_4M,metaSPAdes,4812485,61534,128,98.65384615,0.833333333,0.00642,1934
BackhedF_2015__SID1_4M__bin.2,BackhedF_2015,SID1_4M,metaSPAdes,2920289,65856,76,99.45652174,0.04180602,0.00341,7142
BackhedF_2015__SID1_4M__bin.20,BackhedF_2015,SID1_4M,metaSPAdes,2318607,66304,65,97.65745008,4.896313364,0.00671,17248
BackhedF_2015__SID1_4M__bin.21,BackhedF_2015,SID1_4M,metaSPAdes,2610109,2979,913,63.13745737,1.251889645,0.1962216,10068
BackhedF_2015__SID1_4M__bin.4,BackhedF_2015,SID1_4M,metaSPAdes,4026154,132573,65,99.3133583,3.589263421,0.00133,7930
BackhedF_2015__SID1_4M__bin.5,BackhedF_2015,SID1_4M,metaSPAdes,1776641,3379,576,66.66666667,0,0.0161598,6140
BackhedF_2015__SID1_4M__bin.6,BackhedF_2015,SID1_4M,metaSPAdes,4429526,68077,105,97.53393665,0.576923077,0.00854,1949
BackhedF_2015__SID1_4M__bin.7,BackhedF_2015,SID1_4M,metaSPAdes,2090381,41811,76,98.81516588,1.658767773,0.00235,15480
BackhedF_2015__SID1_4M__bin.8,BackhedF_2015,SID1_4M,metaSPAdes,4957378,135434,63,96.64601404,0.371747212,0.00695,1855
BackhedF_2015__SID1_4M__bin.9,BackhedF_2015,SID1_4M,metaSPAdes,2943532,16002,257,95.91836735,0.816326531,0.0127358,9228
BackhedF_2015__SID1_B__bin.1,BackhedF_2015,SID1_B,metaSPAdes,3203109,91422,55,96.49122807,0,0.00161,4584
BackhedF_2015__SID1_B__bin.10,BackhedF_2015,SID1_B,metaSPAdes,6638935,147180,75,75,1.724137931,0.00437,1872
BackhedF_2015__SID1_B__bin.11,BackhedF_2015,SID1_B,metaSPAdes,2609870,193151,24,52.63157895,0,0.00261,1815
BackhedF_2015__SID1_B__bin.12,BackhedF_2015,SID1_B,metaSPAdes,2019217,30146,103,97.58064516,0.921658986,0.00257,14504
BackhedF_2015__SID1_B__bin.14,BackhedF_2015,SID1_B,metaSPAdes,4020480,14399,393,72.4137931,0,0.0154561,1836
BackhedF_2015__SID1_B__bin.15,BackhedF_2015,SID1_B,metaSPAdes,4565332,163330,48,94.72118959,0,0.00208,1855
BackhedF_2015__SID1_B__bin.2,BackhedF_2015,SID1_B,metaSPAdes,4770220,62022,133,99.92972884,0.111607143,0.00459,10068
BackhedF_2015__SID1_B__bin.3,BackhedF_2015,SID1_B,metaSPAdes,2064942,19951,157,95.71812596,2.995391705,0.0251867,17248
BackhedF_2015__SID1_B__bin.4,BackhedF_2015,SID1_B,metaSPAdes,2043541,46373,77,96.17424242,2.792929293,0.0486308,17237
BackhedF_2015__SID1_B__bin.6,BackhedF_2015,SID1_B,metaSPAdes,4306169,12960,466,91.25291375,1.025641026,0.0209005,1934
BackhedF_2015__SID1_M__bin.12,BackhedF_2015,SID1_M,metaSPAdes,1861789,4986,436,71.88002474,1.19047619,0.1181751,15300
BackhedF_2015__SID1_M__bin.13,BackhedF_2015,SID1_M,metaSPAdes,1993247,6184,405,64.17748918,3.571428571,0.3592915,15342
BackhedF_2015__SID1_M__bin.14,BackhedF_2015,SID1_M,metaSPAdes,1141682,24778,61,81.44444444,0,0.000861,6571
BackhedF_2015__SID1_M__bin.16,BackhedF_2015,SID1_M,metaSPAdes,2251073,3506,693,57.01754386,2.631578947,0.3763553,4803
BackhedF_2015__SID1_M__bin.17,BackhedF_2015,SID1_M,metaSPAdes,1903214,4362,483,82.74964838,0.210970464,0.0943174,9262
BackhedF_2015__SID1_M__bin.21,BackhedF_2015,SID1_M,metaSPAdes,2220391,17764,207,91.22719542,1.020408163,0.1519689,15318
BackhedF_2015__SID1_M__bin.26,BackhedF_2015,SID1_M,metaSPAdes,4647174,63749,119,99.45672714,0.171130952,0.00358,10068
BackhedF_2015__SID1_M__bin.27,BackhedF_2015,SID1_M,metaSPAdes,1890989,27973,92,96.90426639,1.612903226,0.0186708,14306
BackhedF_2015__SID1_M__bin.29,BackhedF_2015,SID1_M,metaSPAdes,2005150,30841,95,95.30201342,0,0.00737,4272
BackhedF_2015__SID1_M__bin.31,BackhedF_2015,SID1_M,metaSPAdes,1909179,34727,86,92.14015152,1.477272727,0.0515929,17244
BackhedF_2015__SID1_M__bin.36,BackhedF_2015,SID1_M,metaSPAdes,2189601,10922,274,93.10038794,0.579710145,0.1003091,4933
BackhedF_2015__SID1_M__bin.37,BackhedF_2015,SID1_M,metaSPAdes,2524743,7363,439,84.87136465,2.013422819,0.3543555,15234
BackhedF_2015__SID1_M__bin.4,BackhedF_2015,SID1_M,metaSPAdes,1925391,98578,29,97.98657718,0.67114094,0.00665,4348
BackhedF_2015__SID1_M__bin.41,BackhedF_2015,SID1_M,metaSPAdes,2154713,21208,156,96.75615213,1.291437869,0.0518351,14861
BackhedF_2015__SID1_M__bin.42,BackhedF_2015,SID1_M,metaSPAdes,3818499,11439,485,95.43010753,0.806451613,0.0400645,1790
BackhedF_2015__SID1_M__bin.43,BackhedF_2015,SID1_M,metaSPAdes,4476435,136104,65,99.25650558,0.588599752,0.0120263,1836
BackhedF_2015__SID1_M__bin.44,BackhedF_2015,SID1_M,metaSPAdes,2986499,3890,865,72.8139382,1.840894149,0.0524075,15452
BackhedF_2015__SID1_M__bin.49,BackhedF_2015,SID1_M,metaSPAdes,1614157,4114,439,72.21756152,0,0.1043177,4269
BackhedF_2015__SID1_M__bin.5,BackhedF_2015,SID1_M,metaSPAdes,1703578,19126,135,98.38709677,0.403225806,0.01797,14320
BackhedF_2015__SID1_M__bin.51,BackhedF_2015,SID1_M,metaSPAdes,3111786,33403,148,97.45283019,0.188679245,0.00784,1965
BackhedF_2015__SID1_M__bin.52,BackhedF_2015,SID1_M,metaSPAdes,2069170,13764,197,97.58064516,1.612903226,0.0254482,14504
BackhedF_2015__SID1_M__bin.53,BackhedF_2015,SID1_M,metaSPAdes,1856330,22674,127,68.26018809,0,0.0477924,17237
BackhedF_2015__SID1_M__bin.54,BackhedF_2015,SID1_M,metaSPAdes,2640778,89097,44,99.32885906,0,0.0254682,5121
BackhedF_2015__SID1_M__bin.55,BackhedF_2015,SID1_M,metaSPAdes,2259789,21839,151,97.59615385,0.721153846,0.00784,2286
BackhedF_2015__SID1_M__bin.6,BackhedF_2015,SID1_M,metaSPAdes,2400794,83023,44,97.94520548,0,0.00412,4262
BackhedF_2015__SID1_M__bin.7,BackhedF_2015,SID1_M,metaSPAdes,5515080,181554,54,97.44610282,0.124378109,0.00622,1846
BackhedF_2015__SID1_M__bin.9,BackhedF_2015,SID1_M,metaSPAdes,2110513,55199,62,53.44827586,0,0.0083,1949
BackhedF_2015__SID10_12M__bin.1,BackhedF_2015,SID10_12M,metaSPAdes,2615156,66719,58,95.97315436,0.67114094,0.0177419,4540
BackhedF_2015__SID10_12M__bin.10,BackhedF_2015,SID10_12M,metaSPAdes,2467504,11857,298,90.98434004,3.020134228,0.2647974,5082
BackhedF_2015__SID10_12M__bin.12,BackhedF_2015,SID10_12M,metaSPAdes,1602966,5119,365,65.95366103,1.920122888,0.2207683,17248
BackhedF_2015__SID10_12M__bin.13,BackhedF_2015,SID10_12M,metaSPAdes,5569624,54077,171,70.17241379,0,0.0143241,1861
BackhedF_2015__SID10_12M__bin.14,BackhedF_2015,SID10_12M,metaSPAdes,2012485,12110,239,87.36017897,1.621923937,0.0287528,4421
BackhedF_2015__SID10_12M__bin.16,BackhedF_2015,SID10_12M,metaSPAdes,2065385,34020,89,97.72727273,1.303030303,0.0381957,17244
BackhedF_2015__SID10_12M__bin.17,BackhedF_2015,SID10_12M,metaSPAdes,2730414,79587,57,98.63013699,0,0.00948,4262
BackhedF_2015__SID10_12M__bin.19,BackhedF_2015,SID10_12M,metaSPAdes,2973361,66516,77,90.82125604,1.062801932,0.0053,4914
BackhedF_2015__SID10_12M__bin.2,BackhedF_2015,SID10_12M,metaSPAdes,2369224,5110,548,71.54631761,0.843881857,0.348839,4826
BackhedF_2015__SID10_12M__bin.20,BackhedF_2015,SID10_12M,metaSPAdes,2169918,129142,28,99.32885906,1.006711409,0.00482,4285
BackhedF_2015__SID10_12M__bin.21,BackhedF_2015,SID10_12M,metaSPAdes,2961099,117005,57,99.21497585,1.690821256,0.0179252,4925
BackhedF_2015__SID10_12M__bin.22,BackhedF_2015,SID10_12M,metaSPAdes,3470883,4953,813,79.09300014,1.282051282,0.0557421,1934
BackhedF_2015__SID10_12M__bin.23,BackhedF_2015,SID10_12M,metaSPAdes,2767299,3032,947,56.16369229,2.986577181,0.2943188,4532
BackhedF_2015__SID10_12M__bin.24,BackhedF_2015,SID10_12M,metaSPAdes,6501192,188438,70,94.42798302,1.33287694,0.00633,1872
BackhedF_2015__SID10_12M__bin.26,BackhedF_2015,SID10_12M,metaSPAdes,4428453,107403,58,98.14126394,1.115241636,0.012275,1836
BackhedF_2015__SID10_12M__bin.27,BackhedF_2015,SID10_12M,metaSPAdes,4585424,131936,73,98.87218045,1.879699248,0.00972,1814
BackhedF_2015__SID10_12M__bin.32,BackhedF_2015,SID10_12M,metaSPAdes,1734286,97039,28,70.1754386,0,0.0153156,4874
BackhedF_2015__SID10_12M__bin.33,BackhedF_2015,SID10_12M,metaSPAdes,2369729,92215,43,88.88888889,0.724637681,0.0115651,4933
BackhedF_2015__SID10_12M__bin.34,BackhedF_2015,SID10_12M,metaSPAdes,1849530,5989,377,88.09872923,0,0.0139956,14631
BackhedF_2015__SID10_12M__bin.36,BackhedF_2015,SID10_12M,metaSPAdes,2178572,10558,287,85.22147495,4.280045351,0.2904231,15340
BackhedF_2015__SID10_12M__bin.37,BackhedF_2015,SID10_12M,metaSPAdes,2627174,75299,51,98.06763285,0.644122383,0.0222524,4938
BackhedF_2015__SID10_12M__bin.38,BackhedF_2015,SID10_12M,metaSPAdes,3005551,31718,145,94.27884615,0.721153846,0.0041,2303
BackhedF_2015__SID10_12M__bin.4,BackhedF_2015,SID10_12M,metaSPAdes,5013023,166503,56,99.11193722,0.371747212,0.00875,1855
BackhedF_2015__SID10_12M__bin.40,BackhedF_2015,SID10_12M,metaSPAdes,3433496,9246,523,70.49441786,4.912280702,0.1763551,5090
BackhedF_2015__SID10_12M__bin.41,BackhedF_2015,SID10_12M,metaSPAdes,2351707,8779,355,93.09098639,1.700680272,0.0188296,15286
BackhedF_2015__SID10_12M__bin.9,BackhedF_2015,SID10_12M,metaSPAdes,1666719,122538,18,80.20134228,0,0.00486,4348
BackhedF_2015__SID10_4M__bin.1,BackhedF_2015,SID10_4M,metaSPAdes,1952029,34846,94,87.25422427,1.19047619,0.0591024,17247
BackhedF_2015__SID10_4M__bin.10,BackhedF_2015,SID10_4M,metaSPAdes,1711006,173143,21,63.15789474,0,0.00171,4575
BackhedF_2015__SID10_4M__bin.11,BackhedF_2015,SID10_4M,metaSPAdes,5043414,302229,25,99.25650558,0,0.00073,1855
BackhedF_2015__SID10_4M__bin.13,BackhedF_2015,SID10_4M,metaSPAdes,1820529,17777,157,86.13257576,0.890151515,0.0270179,17244
BackhedF_2015__SID10_4M__bin.14,BackhedF_2015,SID10_4M,metaSPAdes,1333114,3892,380,72.90013774,0.727272727,0.013052,9704
BackhedF_2015__SID10_4M__bin.5,BackhedF_2015,SID10_4M,metaSPAdes,2040366,45961,68,98.20359281,0.718562874,0.0162431,6952
BackhedF_2015__SID10_4M__bin.7,BackhedF_2015,SID10_4M,metaSPAdes,4282489,21504,348,95.44135488,0.656437059,0.2316944,10068
BackhedF_2015__SID10_4M__bin.9,BackhedF_2015,SID10_4M,metaSPAdes,2063800,28222,111,98.14516129,0.806451613,0.00402,14631
BackhedF_2015__SID10_B__bin.1,BackhedF_2015,SID10_B,metaSPAdes,2346744,302229,16,62.4535316,0,0.00203,1855
BackhedF_2015__SID10_B__bin.2,BackhedF_2015,SID10_B,metaSPAdes,4682779,146418,54,99.01409566,0.081663763,0.00263,10068
BackhedF_2015__SID10_M__bin.1,BackhedF_2015,SID10_M,metaSPAdes,2374119,13917,223,88.3276644,1.594387755,0.2230163,15342
BackhedF_2015__SID10_M__bin.11,BackhedF_2015,SID10_M,metaSPAdes,2972856,28606,154,94.20289855,2.334943639,0.1467933,4914
BackhedF_2015__SID10_M__bin.12,BackhedF_2015,SID10_M,metaSPAdes,3973431,15260,357,97.11632454,0.537634409,0.00268,1790
BackhedF_2015__SID10_M__bin.13,BackhedF_2015,SID10_M,metaSPAdes,2432555,16855,209,91.61073826,1.006711409,0.0069,4198
BackhedF_2015__SID10_M__bin.16,BackhedF_2015,SID10_M,metaSPAdes,5935659,57910,151,98.61956671,0.128205128,0.00352,1938
BackhedF_2015__SID10_M__bin.17,BackhedF_2015,SID10_M,metaSPAdes,2245590,56921,74,95.07829978,0.33557047,0.0264782,4643
BackhedF_2015__SID10_M__bin.20,BackhedF_2015,SID10_M,metaSPAdes,2172166,61029,65,95.32163743,0,0.0330046,4557
BackhedF_2015__SID10_M__bin.21,BackhedF_2015,SID10_M,metaSPAdes,1441862,4284,383,70.17337808,3.432606264,0.497452,15254
BackhedF_2015__SID10_M__bin.22,BackhedF_2015,SID10_M,metaSPAdes,5665393,62529,175,95.84681769,1.353829558,0.00406,1872
BackhedF_2015__SID10_M__bin.23,BackhedF_2015,SID10_M,metaSPAdes,2595363,17740,215,90.84196394,2.215189873,0.1313752,4874
BackhedF_2015__SID10_M__bin.26,BackhedF_2015,SID10_M,metaSPAdes,2325276,10942,292,95.47193878,2.380952381,0.0232474,15286
BackhedF_2015__SID10_M__bin.27,BackhedF_2015,SID10_M,metaSPAdes,3274606,48852,99,98.79807692,0.480769231,0.00389,2303
BackhedF_2015__SID10_M__bin.28,BackhedF_2015,SID10_M,metaSPAdes,2408444,7547,420,76.40731293,3.103741497,0.1360915,4059
BackhedF_2015__SID10_M__bin.3,BackhedF_2015,SID10_M,metaSPAdes,2070165,10928,260,86.73469388,2.517006803,0.0282572,15300
BackhedF_2015__SID10_M__bin.32,BackhedF_2015,SID10_M,metaSPAdes,2201801,34688,93,93.59400161,0.640096618,0.0523121,4933
BackhedF_2015__SID10_M__bin.35,BackhedF_2015,SID10_M,metaSPAdes,2124809,6171,434,89.14988814,1.901565996,0.3534019,5082
BackhedF_2015__SID10_M__bin.37,BackhedF_2015,SID10_M,metaSPAdes,1533515,4071,428,51.20924434,0.421940928,0.1640824,5090
BackhedF_2015__SID10_M__bin.40,BackhedF_2015,SID10_M,metaSPAdes,2822476,83891,57,98.73188406,3.692201518,0.0235765,4925
BackhedF_2015__SID10_M__bin.45,BackhedF_2015,SID10_M,metaSPAdes,2106538,18955,169,93.87838113,0.67114094,0.0579324,4184
BackhedF_2015__SID10_M__bin.46,BackhedF_2015,SID10_M,metaSPAdes,2669498,85099,52,95.30201342,0,0.00823,5089
BackhedF_2015__SID10_M__bin.47,BackhedF_2015,SID10_M,metaSPAdes,4649076,160009,48,98.09946151,0.142639373,0.00226,10068
BackhedF_2015__SID10_M__bin.49,BackhedF_2015,SID10_M,metaSPAdes,2731856,93038,45,97.94520548,0,0.00507,4262
BackhedF_2015__SID10_M__bin.50,BackhedF_2015,SID10_M,metaSPAdes,2312501,28856,113,95.97315436,2.013422819,0.0339323,14861
BackhedF_2015__SID10_M__bin.51,BackhedF_2015,SID10_M,metaSPAdes,2045996,38204,103,95.52795031,0.931677019,0.00587,9269
BackhedF_2015__SID10_M__bin.7,BackhedF_2015,SID10_M,metaSPAdes,3075002,49264,110,97.27891156,0,0.00741,9228
BackhedF_2015__SID103_12M__bin.1,BackhedF_2015,SID103_12M,metaSPAdes,2774927,4356,727,68.14016173,0,0.0943472,4037
BackhedF_2015__SID103_12M__bin.10,BackhedF_2015,SID103_12M,metaSPAdes,2249859,49901,77,98.65771812,0.33557047,0.00549,4290
BackhedF_2015__SID103_12M__bin.11,BackhedF_2015,SID103_12M,metaSPAdes,2620603,52378,71,97.31543624,2.013422819,0.0037,4540
BackhedF_2015__SID103_12M__bin.12,BackhedF_2015,SID103_12M,metaSPAdes,1761649,3218,583,59.52213461,0,0.0580724,15271
BackhedF_2015__SID103_12M__bin.13,BackhedF_2015,SID103_12M,metaSPAdes,2297327,4290,621,72.85234899,2.25810962,0.2284638,15132
BackhedF_2015__SID103_12M__bin.14,BackhedF_2015,SID103_12M,metaSPAdes,2567723,74513,85,55.69620253,1.265822785,0.0384487,4844
BackhedF_2015__SID103_12M__bin.19,BackhedF_2015,SID103_12M,metaSPAdes,3954688,39529,183,98.45410628,0.966183575,0.0206355,4940
BackhedF_2015__SID103_12M__bin.2,BackhedF_2015,SID103_12M,metaSPAdes,1989963,29436,113,93.06972789,0.340136054,0.00608,15316
BackhedF_2015__SID103_12M__bin.22,BackhedF_2015,SID103_12M,metaSPAdes,2318461,3392,736,55.90912847,0.522905501,0.0271564,10086
BackhedF_2015__SID103_12M__bin.23,BackhedF_2015,SID103_12M,metaSPAdes,6011385,12539,683,93.4977499,3.95480226,0.0968728,4758
BackhedF_2015__SID103_12M__bin.25,BackhedF_2015,SID103_12M,metaSPAdes,2596967,18247,207,94.63087248,1.677852349,0.00796,4269
BackhedF_2015__SID103_12M__bin.26,BackhedF_2015,SID103_12M,metaSPAdes,2886864,41561,147,97.46835443,1.582278481,0.0593873,4588
BackhedF_2015__SID103_12M__bin.27,BackhedF_2015,SID103_12M,metaSPAdes,2479696,12448,285,93.13478747,0,0.0235868,5089
BackhedF_2015__SID103_12M__bin.3,BackhedF_2015,SID103_12M,metaSPAdes,2305522,26540,140,93.18372483,0.67114094,0.0111953,5082
BackhedF_2015__SID103_12M__bin.30,BackhedF_2015,SID103_12M,metaSPAdes,1775606,2855,645,68.83218982,0.094339623,0.2846535,6744
BackhedF_2015__SID103_12M__bin.5,BackhedF_2015,SID103_12M,metaSPAdes,3045471,77478,63,97.83653846,1.121794872,0.000992,2303
BackhedF_2015__SID103_12M__bin.6,BackhedF_2015,SID103_12M,metaSPAdes,6778261,110355,114,98.27586207,1.680599094,0.00321,4987
BackhedF_2015__SID103_12M__bin.8,BackhedF_2015,SID103_12M,metaSPAdes,3093495,68897,74,99.41520468,0,0.0191806,4584
BackhedF_2015__SID103_4M__bin.1,BackhedF_2015,SID103_4M,metaSPAdes,2867980,112741,33,99.53183521,0,0.00185,7962
BackhedF_2015__SID103_4M__bin.2,BackhedF_2015,SID103_4M,metaSPAdes,1937661,13307,215,97.95409182,0,0.00443,6939
BackhedF_2015__SID103_4M__bin.3,BackhedF_2015,SID103_4M,metaSPAdes,4465505,19742,366,61.9138756,0,0.0108768,10133
BackhedF_2015__SID103_4M__bin.4,BackhedF_2015,SID103_4M,metaSPAdes,7554109,119712,117,98.10126582,0.316455696,0.00161,4517
BackhedF_2015__SID103_4M__bin.5,BackhedF_2015,SID103_4M,metaSPAdes,5380914,51487,157,95.04759543,0.171839569,0.00162,10120
BackhedF_2015__SID103_B__bin.10,BackhedF_2015,SID103_B,metaSPAdes,2926849,194053,31,98.88586957,0.054347826,0.00312,7144
BackhedF_2015__SID103_B__bin.11,BackhedF_2015,SID103_B,metaSPAdes,2950664,28273,191,96.47887324,0.352112676,0.00419,6140
BackhedF_2015__SID103_B__bin.14,BackhedF_2015,SID103_B,metaSPAdes,1815496,3827,528,55.17241379,1.724137931,0.2344856,7850
BackhedF_2015__SID103_B__bin.5,BackhedF_2015,SID103_B,metaSPAdes,1297132,51622,35,57.29646697,0.69124424,0.00668,17248
BackhedF_2015__SID103_B__bin.7,BackhedF_2015,SID103_B,metaSPAdes,1822577,23213,115,84.85227273,0.606060606,0.00528,17234
BackhedF_2015__SID103_B__bin.9,BackhedF_2015,SID103_B,metaSPAdes,2889783,110966,37,99.53183521,0,0.00109,7962
BackhedF_2015__SID103_M__bin.10,BackhedF_2015,SID103_M,metaSPAdes,1780022,26827,101,93.95973154,1.342281879,0.0108974,4303
BackhedF_2015__SID103_M__bin.12,BackhedF_2015,SID103_M,metaSPAdes,1187996,3618,346,73.13939533,1.471199834,0.3599655,8002
BackhedF_2015__SID103_M__bin.15,BackhedF_2015,SID103_M,metaSPAdes,2242470,6168,448,91.74847969,1.020408163,0.2777694,15286
BackhedF_2015__SID103_M__bin.18,BackhedF_2015,SID103_M,metaSPAdes,2622490,62743,70,95.30201342,0,0.0232338,5111
BackhedF_2015__SID103_M__bin.21,BackhedF_2015,SID103_M,metaSPAdes,4726644,131970,63,99.37169312,0.111607143,0.00184,10068
BackhedF_2015__SID103_M__bin.22,BackhedF_2015,SID103_M,metaSPAdes,3964091,74909,89,94.1676993,0.123915737,0.00783,1836
BackhedF_2015__SID103_M__bin.23,BackhedF_2015,SID103_M,metaSPAdes,4281000,15328,426,95.49396682,1.153846154,0.2128357,1934
BackhedF_2015__SID103_M__bin.27,BackhedF_2015,SID103_M,metaSPAdes,1530282,4374,387,74.238584,0.201612903,0.2058279,14627
BackhedF_2015__SID103_M__bin.29,BackhedF_2015,SID103_M,metaSPAdes,4852540,60447,164,98.58220211,3.205128205,0.0259996,1949
BackhedF_2015__SID103_M__bin.30,BackhedF_2015,SID103_M,metaSPAdes,1392296,3318,448,63.1573499,1.904761905,0.1030311,9283
BackhedF_2015__SID103_M__bin.31,BackhedF_2015,SID103_M,metaSPAdes,4047606,32973,205,96.23655914,0,0.1123081,1790
BackhedF_2015__SID103_M__bin.32,BackhedF_2015,SID103_M,metaSPAdes,1735956,6424,342,75.33557047,0.67114094,0.0509871,4422
BackhedF_2015__SID103_M__bin.35,BackhedF_2015,SID103_M,metaSPAdes,3345218,7404,587,92.7712528,4.697986577,0.2448301,5087
BackhedF_2015__SID103_M__bin.36,BackhedF_2015,SID103_M,metaSPAdes,1997426,9748,292,88.25503356,1.901565996,0.2437839,15106
BackhedF_2015__SID103_M__bin.37,BackhedF_2015,SID103_M,metaSPAdes,4691801,21354,348,92.52891367,3.255885998,0.0509785,1855
BackhedF_2015__SID103_M__bin.40,BackhedF_2015,SID103_M,metaSPAdes,3317402,138092,39,97.73584906,0.377358491,0.00545,1965
BackhedF_2015__SID103_M__bin.41,BackhedF_2015,SID103_M,metaSPAdes,2091324,28392,115,97.22619278,2.694610778,0.00591,5792
BackhedF_2015__SID103_M__bin.43,BackhedF_2015,SID103_M,metaSPAdes,2305206,5667,486,56.03448276,0,0.0741762,1626
BackhedF_2015__SID103_M__bin.44,BackhedF_2015,SID103_M,metaSPAdes,2367457,45573,88,98.3974359,0.961538462,0.0228069,2318
BackhedF_2015__SID103_M__bin.45,BackhedF_2015,SID103_M,metaSPAdes,1945157,49231,73,89.12751678,0,0.0219724,14861
BackhedF_2015__SID103_M__bin.46,BackhedF_2015,SID103_M,metaSPAdes,2542842,7398,448,83.48290598,3.632478632,0.1202221,2325
BackhedF_2015__SID103_M__bin.5,BackhedF_2015,SID103_M,metaSPAdes,1978509,4594,487,66.10845295,3.50877193,0.1027051,5117
BackhedF_2015__SID103_M__bin.9,BackhedF_2015,SID103_M,metaSPAdes,1827462,23870,119,96.6442953,1.006711409,0.0283696,4285
BackhedF_2015__SID105_12M__bin.10,BackhedF_2015,SID105_12M,metaSPAdes,4028394,7349,702,70.68965517,1.724137931,0.426211,10063
BackhedF_2015__SID105_12M__bin.12,BackhedF_2015,SID105_12M,metaSPAdes,2190129,5504,484,84.63709677,1.993727599,0.0317673,6179
BackhedF_2015__SID105_12M__bin.13,BackhedF_2015,SID105_12M,metaSPAdes,3570503,144766,48,53.44827586,0,0.00378,1872
BackhedF_2015__SID105_12M__bin.15,BackhedF_2015,SID105_12M,metaSPAdes,3473897,112446,57,78.07692308,0,0.00396,1934
BackhedF_2015__SID105_12M__bin.17,BackhedF_2015,SID105_12M,metaSPAdes,3748853,93831,67,86.26600578,3.701982652,0.0127582,1836
BackhedF_2015__SID105_12M__bin.19,BackhedF_2015,SID105_12M,metaSPAdes,1129485,3452,348,56.46498791,0.618118602,0.1651383,6939
BackhedF_2015__SID105_12M__bin.20,BackhedF_2015,SID105_12M,metaSPAdes,2177604,35340,105,90.625,0,0.00448,15316
BackhedF_2015__SID105_12M__bin.24,BackhedF_2015,SID105_12M,metaSPAdes,2461115,10478,315,90.13053797,0.843881857,0.0192017,4716
BackhedF_2015__SID105_12M__bin.25,BackhedF_2015,SID105_12M,metaSPAdes,3758007,57741,125,78.59355638,1.404378356,0.0441642,1814
BackhedF_2015__SID105_12M__bin.26,BackhedF_2015,SID105_12M,metaSPAdes,2487484,18697,189,93.95973154,2.684563758,0.0241216,4540
BackhedF_2015__SID105_12M__bin.27,BackhedF_2015,SID105_12M,metaSPAdes,3297001,63523,98,98.2278481,0.632911392,0.010325,4749
